orp_nazev,Index_vzdelavacich_problemu,Index_destabilizujici_chudoby,Index_soc_znevyhodneni,Index_zaostavani,Index_financovani,celkem,podil,podil_0_18,datum,day_no
Svitavy,střední,vysoké,vysoké,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,444,0.014183037853378055,0.44594594594594594,2022-06-11,71
Ústí nad Orlicí,střední,nízké,velmi nízké,Vzdělávací problémy na míře očekávání,64 - 68 tisíc Kč,525,0.019803100599751048,0.3485714285714286,2022-06-11,71
Vysoké Mýto,velmi vysoké,nízké,velmi nízké,Výrazně více vzdělávacích problémů než očekáváno,56 - 60 tisíc Kč,992,0.030539991379841144,0.34274193548387094,2022-06-11,71
Žamberk,střední,velmi nízké,velmi nízké,Více vzdělávacích problémů než očekáváno,60 - 64 tisíc Kč,749,0.025422578236372277,0.369826435246996,2022-06-11,71
Bystřice nad Pernštejnem,nízké,nízké,velmi vysoké,Vzdělávací problémy na míře očekávání,"68 - 72,5 tisíc Kč",382,0.019425375031782353,0.4162303664921466,2022-06-11,71
Havlíčkův Brod,velmi nízké,velmi nízké,velmi nízké,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,1183,0.022383258911677893,0.40490278951817416,2022-06-11,71
Humpolec,velmi nízké,velmi nízké,nízké,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,771,0.04302935595490568,0.36057068741893644,2022-06-11,71
Chotěboř,nízké,velmi nízké,střední,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,329,0.015117401093599228,0.3799392097264438,2022-06-11,71
Jihlava,nízké,nízké,nízké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,3404,0.033654986949300005,0.3384253819036428,2022-06-11,71
Moravské Budějovice,vysoké,nízké,velmi vysoké,Výrazně více vzdělávacích problémů než očekáváno,64 - 68 tisíc Kč,238,0.010386209906174995,0.31932773109243695,2022-06-11,71
Náměšť nad Oslavou,velmi nízké,velmi nízké,vysoké,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,311,0.02317782083768073,0.41479099678456594,2022-06-11,71
Nové Město na Moravě,velmi nízké,velmi nízké,vysoké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,444,0.022926778890839616,0.3918918918918919,2022-06-11,71
Pacov,střední,velmi nízké,nízké,Více vzdělávacích problémů než očekáváno,56 - 60 tisíc Kč,404,0.04339886131700505,0.3688118811881188,2022-06-11,71
Pelhřimov,nízké,nízké,velmi nízké,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,1605,0.035610481240709105,0.34766355140186916,2022-06-11,71
Světlá nad Sázavou,velmi nízké,velmi nízké,vysoké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,399,0.020387307751264627,0.41102756892230574,2022-06-11,71
Telč,velmi nízké,velmi nízké,velmi vysoké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,327,0.02525876718677584,0.42201834862385323,2022-06-11,71
Třebíč,velmi nízké,nízké,vysoké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,1267,0.01712069617858494,0.36621941594317287,2022-06-11,71
Velké Meziříčí,velmi nízké,velmi nízké,vysoké,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,898,0.024651367080267925,0.3418708240534521,2022-06-11,71
Žďár nad Sázavou,velmi nízké,velmi nízké,nízké,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,1050,0.02471635045431006,0.3628571428571429,2022-06-11,71
Blansko,velmi nízké,nízké,velmi nízké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,1375,0.024103777719344376,0.352,2022-06-11,71
Boskovice,velmi nízké,nízké,střední,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,1081,0.020764901361916287,0.37280296022201664,2022-06-11,71
Brno,nízké,vysoké,velmi nízké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,18214,0.047630130359174176,0.3474250576479631,2022-06-11,71
Břeclav,nízké,střední,vysoké,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,1750,0.029360445607677338,0.3365714285714286,2022-06-11,71
Bučovice,střední,střední,vysoké,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,319,0.01970352069178505,0.31347962382445144,2022-06-11,71
Hodonín,střední,vysoké,velmi vysoké,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,753,0.01243005001733274,0.3094289508632138,2022-06-11,71
Hustopeče,nízké,nízké,vysoké,Vzdělávací problémy na míře očekávání,64 - 68 tisíc Kč,841,0.02306068167484713,0.40665873959571935,2022-06-11,71
Ivančice,střední,střední,střední,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,440,0.017847726443029246,0.3431818181818182,2022-06-11,71
Kuřim,nízké,velmi nízké,velmi nízké,Vzdělávací problémy na míře očekávání,52 - 56 tisíc Kč,752,0.031926636664685405,0.40691489361702127,2022-06-11,71
Kyjov,nízké,nízké,velmi vysoké,Vzdělávací problémy na míře očekávání,64 - 68 tisíc Kč,769,0.013848370250315146,0.3081924577373212,2022-06-11,71
Mikulov,střední,vysoké,velmi vysoké,Vzdělávací problémy na míře očekávání,64 - 68 tisíc Kč,656,0.03214268215003185,0.3780487804878049,2022-06-11,71
Moravský Krumlov,střední,střední,velmi vysoké,Vzdělávací problémy na míře očekávání,"68 - 72,5 tisíc Kč",383,0.017017684173109393,0.3838120104438642,2022-06-11,71
Pohořelice,velmi vysoké,nízké,velmi vysoké,Výrazně více vzdělávacích problémů než očekáváno,60 - 64 tisíc Kč,576,0.03867069486404834,0.2881944444444444,2022-06-11,71
Rosice,velmi nízké,nízké,nízké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,556,0.02102874432677761,0.39928057553956836,2022-06-11,71
Slavkov u Brna,nízké,velmi nízké,nízké,Vzdělávací problémy na míře očekávání,52 - 56 tisíc Kč,351,0.0144599159594628,0.4045584045584046,2022-06-11,71
Šlapanice,velmi nízké,velmi nízké,velmi nízké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,1679,0.023613963039014373,0.38713519952352593,2022-06-11,71
Tišnov,velmi nízké,velmi nízké,střední,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,689,0.021602131995610598,0.3671988388969521,2022-06-11,71
Veselí nad Moravou,nízké,nízké,velmi vysoké,Vzdělávací problémy na míře očekávání,64 - 68 tisíc Kč,790,0.02106779028214838,0.37468354430379747,2022-06-11,71
Vyškov,střední,nízké,nízké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,976,0.018671921333052743,0.375,2022-06-11,71
Znojmo,střední,vysoké,velmi vysoké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,2411,0.026193425026617125,0.3936126088759851,2022-06-11,71
Židlochovice,střední,velmi nízké,střední,Více vzdělávacích problémů než očekáváno,60 - 64 tisíc Kč,664,0.01958528743768988,0.34186746987951805,2022-06-11,71
Hranice,střední,střední,střední,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,1021,0.029980913228600792,0.2938295788442703,2022-06-11,71
Jeseník,velmi vysoké,velmi vysoké,velmi vysoké,Vzdělávací problémy na míře očekávání,"68 - 72,5 tisíc Kč",695,0.01843061338142088,0.381294964028777,2022-06-11,71
Konice,nízké,velmi nízké,velmi vysoké,Vzdělávací problémy na míře očekávání,64 - 68 tisíc Kč,176,0.01653203080969378,0.4090909090909091,2022-06-11,71
Lipník nad Bečvou,nízké,střední,vysoké,Vzdělávací problémy na míře očekávání,"68 - 72,5 tisíc Kč",214,0.014173124047950195,0.37383177570093457,2022-06-11,71
Litovel,střední,nízké,střední,Vzdělávací problémy na míře očekávání,"68 - 72,5 tisíc Kč",491,0.020810375519199797,0.32790224032586557,2022-06-11,71
Mohelnice,velmi nízké,nízké,velmi vysoké,Méně vzdělávacích problémů než očekáváno,"68 - 72,5 tisíc Kč",457,0.024832907678095963,0.3479212253829322,2022-06-11,71
Olomouc,nízké,střední,nízké,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,3520,0.02128122657251336,0.3639204545454545,2022-06-11,71
Prostějov,vysoké,střední,nízké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,1375,0.014050971816305258,0.38327272727272726,2022-06-11,71
Přerov,vysoké,vysoké,vysoké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,1113,0.013956637867255194,0.33692722371967654,2022-06-11,71
Šternberk,střední,vysoké,velmi vysoké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,242,0.010046913272719725,0.4380165289256198,2022-06-11,71
Šumperk,vysoké,vysoké,vysoké,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,1326,0.019353991213346373,0.389894419306184,2022-06-11,71
Uničov,nízké,střední,velmi vysoké,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,310,0.013866523528359277,0.36451612903225805,2022-06-11,71
Zábřeh,nízké,nízké,vysoké,Vzdělávací problémy na míře očekávání,64 - 68 tisíc Kč,370,0.011194820126471211,0.33783783783783783,2022-06-11,71
Bystřice pod Hostýnem,vysoké,nízké,velmi vysoké,Více vzdělávacích problémů než očekáváno,60 - 64 tisíc Kč,344,0.0225944170771757,0.49127906976744184,2022-06-11,71
Holešov,velmi nízké,nízké,střední,Méně vzdělávacích problémů než očekáváno,56 - 60 tisíc Kč,187,0.008689994888238302,0.36363636363636365,2022-06-11,71
Kroměříž,nízké,střední,střední,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,1078,0.015833847419288505,0.3692022263450835,2022-06-11,71
Luhačovice,velmi nízké,velmi nízké,nízké,Méně vzdělávacích problémů než očekáváno,56 - 60 tisíc Kč,557,0.029999461410028544,0.3500897666068223,2022-06-11,71
Otrokovice,střední,nízké,nízké,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,827,0.02434357706346403,0.37122128174123337,2022-06-11,71
Rožnov pod Radhoštěm,velmi nízké,velmi nízké,střední,Méně vzdělávacích problémů než očekáváno,60 - 64 tisíc Kč,691,0.019718631395713837,0.3979739507959479,2022-06-11,71
Uherské Hradiště,velmi nízké,nízké,střední,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,1620,0.018066242890598862,0.34814814814814815,2022-06-11,71
Uherský Brod,velmi nízké,velmi nízké,střední,Výrazně méně vzdělávacích problémů než očekáváno,64 - 68 tisíc Kč,805,0.015492686682063125,0.3093167701863354,2022-06-11,71
Valašské Klobouky,velmi nízké,velmi nízké,vysoké,Vzdělávací problémy na míře očekávání,64 - 68 tisíc Kč,327,0.01418470481065371,0.3761467889908257,2022-06-11,71
Valašské Meziříčí,velmi nízké,velmi nízké,střední,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,1167,0.027967503055575528,0.33590402742073694,2022-06-11,71
Vizovice,velmi nízké,velmi nízké,střední,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,338,0.019637462235649546,0.3136094674556213,2022-06-11,71
Vsetín,velmi nízké,velmi nízké,vysoké,Vzdělávací problémy na míře očekávání,64 - 68 tisíc Kč,921,0.014141817400116698,0.3756786102062975,2022-06-11,71
Zlín,velmi nízké,velmi nízké,velmi nízké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,1947,0.019674019583076505,0.35233692860811505,2022-06-11,71
Bílovec,střední,vysoké,střední,Vzdělávací problémy na míře očekávání,64 - 68 tisíc Kč,414,0.016140350877192983,0.32367149758454106,2022-06-11,71
Bohumín,vysoké,velmi vysoké,vysoké,Vzdělávací problémy na míře očekávání,64 - 68 tisíc Kč,587,0.017692446802097774,0.27597955706984667,2022-06-11,71
Bruntál,vysoké,velmi vysoké,velmi vysoké,Výrazně méně vzdělávacích problémů než očekáváno,"68 - 72,5 tisíc Kč",437,0.01211264482510117,0.38215102974828374,2022-06-11,71
Český Těšín,nízké,vysoké,vysoké,Méně vzdělávacích problémů než očekáváno,64 - 68 tisíc Kč,270,0.010597378130151503,0.4222222222222222,2022-06-11,71
Frenštát pod Radhoštěm,střední,velmi nízké,nízké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,301,0.015431149389931302,0.4684385382059801,2022-06-11,71
Frýdek-Místek,velmi nízké,střední,nízké,Méně vzdělávacích problémů než očekáváno,60 - 64 tisíc Kč,4844,0.04313868678143006,0.5472749793559042,2022-06-11,71
Frýdlant nad Ostravicí,nízké,velmi nízké,nízké,Vzdělávací problémy na míře očekávání,64 - 68 tisíc Kč,595,0.023672170280485377,0.4436974789915966,2022-06-11,71
Havířov,velmi vysoké,velmi vysoké,velmi vysoké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,1476,0.017247423403211105,0.4464769647696477,2022-06-11,71
Hlučín,velmi nízké,střední,nízké,Výrazně méně vzdělávacích problémů než očekáváno,60 - 64 tisíc Kč,332,0.00816607634789453,0.42168674698795183,2022-06-11,71
Jablunkov,velmi nízké,velmi nízké,nízké,Vzdělávací problémy na míře očekávání,64 - 68 tisíc Kč,274,0.012083259834185924,0.39416058394160586,2022-06-11,71
Karviná,velmi vysoké,velmi vysoké,velmi vysoké,Vzdělávací problémy na míře očekávání,"68 - 72,5 tisíc Kč",550,0.008911500696717327,0.38181818181818183,2022-06-11,71
Kopřivnice,velmi nízké,střední,nízké,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,746,0.018389784548636788,0.34048257372654156,2022-06-11,71
Kravaře,velmi nízké,střední,vysoké,Výrazně méně vzdělávacích problémů než očekáváno,56 - 60 tisíc Kč,88,0.004131067505398554,0.3068181818181818,2022-06-11,71
Krnov,střední,velmi vysoké,velmi vysoké,Výrazně méně vzdělávacích problémů než očekáváno,60 - 64 tisíc Kč,421,0.010580016083634902,0.41092636579572445,2022-06-11,71
Nový Jičín,velmi nízké,střední,nízké,Méně vzdělávacích problémů než očekáváno,64 - 68 tisíc Kč,840,0.0172332437478202,0.3333333333333333,2022-06-11,71
Odry,vysoké,velmi vysoké,velmi vysoké,Vzdělávací problémy na míře očekávání,64 - 68 tisíc Kč,379,0.022382330360833876,0.39841688654353563,2022-06-11,71
Opava,velmi nízké,nízké,střední,Méně vzdělávacích problémů než očekáváno,60 - 64 tisíc Kč,1566,0.015569386172476189,0.3486590038314176,2022-06-11,71
Orlová,vysoké,velmi vysoké,velmi vysoké,Méně vzdělávacích problémů než očekáváno,56 - 60 tisíc Kč,203,0.00551226002661091,0.31527093596059114,2022-06-11,71
Ostrava,velmi vysoké,velmi vysoké,vysoké,Více vzdělávacích problémů než očekáváno,52 - 56 tisíc Kč,5692,0.017937615419038076,0.3320449754040759,2022-06-11,71
Rýmařov,vysoké,velmi vysoké,velmi vysoké,Méně vzdělávacích problémů než očekáváno,64 - 68 tisíc Kč,327,0.021654195086418117,0.3761467889908257,2022-06-11,71
Třinec,velmi nízké,velmi nízké,velmi nízké,Méně vzdělávacích problémů než očekáváno,64 - 68 tisíc Kč,748,0.013728045221796025,0.393048128342246,2022-06-11,71
Vítkov,velmi vysoké,velmi vysoké,velmi vysoké,Více vzdělávacích problémů než očekáváno,64 - 68 tisíc Kč,250,0.01888645463473597,0.408,2022-06-11,71
Praha,nízké,střední,velmi nízké,Vzdělávací problémy na míře očekávání,NA,86494,0.06478543672158456,0.34663676093139406,2022-06-12,72
Benešov,velmi nízké,nízké,velmi nízké,Méně vzdělávacích problémů než očekáváno,56 - 60 tisíc Kč,2169,0.03536316947909024,0.38589211618257263,2022-06-12,72
Beroun,nízké,vysoké,velmi nízké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,2012,0.030444716812686307,0.3633200795228628,2022-06-12,72
Brandýs nad Labem-Stará Boleslav,nízké,velmi nízké,velmi nízké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,5147,0.044580525577286194,0.34874684282106083,2022-06-12,72
Čáslav,střední,vysoké,střední,Vzdělávací problémy na míře očekávání,52 - 56 tisíc Kč,866,0.03348542262779367,0.3233256351039261,2022-06-12,72
Černošice,nízké,velmi nízké,velmi nízké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,6007,0.03944577601208261,0.3960379557183286,2022-06-12,72
Český Brod,vysoké,vysoké,nízké,Vzdělávací problémy na míře očekávání,52 - 56 tisíc Kč,616,0.028189639392275305,0.42207792207792205,2022-06-12,72
Dobříš,vysoké,nízké,střední,Více vzdělávacích problémů než očekáváno,56 - 60 tisíc Kč,601,0.025835016979753257,0.3826955074875208,2022-06-12,72
Hořovice,střední,nízké,velmi nízké,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,1351,0.04456392663939834,0.33678756476683935,2022-06-12,72
Kladno,vysoké,vysoké,střední,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,3283,0.02604212112798953,0.37374352726165094,2022-06-12,72
Kolín,vysoké,vysoké,střední,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,2866,0.03395573669494337,0.3771807397069086,2022-06-12,72
Kralupy nad Vltavou,střední,střední,velmi nízké,Vzdělávací problémy na míře očekávání,52 - 56 tisíc Kč,1449,0.0440104483051877,0.36783988957902003,2022-06-12,72
Kutná Hora,vysoké,vysoké,střední,Více vzdělávacích problémů než očekáváno,56 - 60 tisíc Kč,1916,0.03797970187123374,0.3794363256784969,2022-06-12,72
